Condition,SAKIDs,IDs,Value,pcc_ids,highlight
YPD,SAKL0E06622g,12453,-3.093118977,PCCGCIGL_03920,FALSE
YPD,SAKL0E06644g,11157,-5.697392716,PCCGCIGL_03922,FALSE
YPD,SAKL0E06666g,10279,-1.937986662,PCCGCIGL_03925,FALSE
YPD,SAKL0E06688g,10025,-2.4927245,PCCGCIGL_03927,FALSE
YPD,SAKL0E06710g,12173,-3.458285549,PCCGCIGL_03928,FALSE
YPD,SAKL0E06732g,13888,-5.837453237,PCCGCIGL_03929,FALSE
YPD,SAKL0E06754g,14096,-3.167870456,PCCGCIGL_03932,FALSE
YPD,SAKL0E06776g,13084,3.316420031,PCCGCIGL_03934,FALSE
YPD,SAKL0E06798g,11760,-2.381863473,PCCGCIGL_03935,FALSE
YPD,SAKL0E06820g,14533,-1.447921083,PCCGCIGL_03936,FALSE
YPD,SAKL0E06842g,10150,0.054391718,PCCGCIGL_03939,FALSE
YPD,SAKL0E06864g,14174,-4.761834178,PCCGCIGL_03940,FALSE
YPD,SAKL0E06886g,13799,-1.777664207,PCCGCIGL_03941,FALSE
YPD,SAKL0E06908g,14679,-2.400885861,PCCGCIGL_03942,FALSE
YPD,SAKL0E06930g,11333,-2.1629936,PCCGCIGL_03943,FALSE
YPD,SAKL0E06952g,13134,-3.717732493,PCCGCIGL_03944,FALSE
YPD,SAKL0E06974g,14500,-3.162654473,PCCGCIGL_03945,FALSE
YPD,SAKL0E06996g,11664,-3.224959069,PCCGCIGL_03946,FALSE
YPD,SAKL0E07018g,11007,-3.988032925,PCCGCIGL_03947,FALSE
YPD,SAKL0E07040g,10710,-2.798902334,PCCGCIGL_03948,FALSE
YPD,SAKL0E07062g,11280,-2.134999569,PCCGCIGL_03949,FALSE
YPD,SAKL0E07084g,14164,-3.02696605,PCCGCIGL_03950,FALSE
YPD,SAKL0E07106g,12521,-1.109940172,PCCGCIGL_03951,FALSE
YPD,SAKL0E07128g,10708,0.582251025,PCCGCIGL_03953,FALSE
YPD,SAKL0E07172g,10284,-3.2668326,PCCGCIGL_03955,FALSE
YPD,SAKL0E07194g,12624,-2.565308974,PCCGCIGL_03956,FALSE
YPD,SAKL0E07216g,14776,-3.629517841,PCCGCIGL_03957,FALSE
YPD,SAKL0E07238g,11380,-2.294567454,PCCGCIGL_03958,FALSE
YPD,SAKL0E07260g,13663,-3.071984868,PCCGCIGL_03959,FALSE
YPD,SAKL0E07282g,13318,-2.828815729,PCCGCIGL_03960,FALSE
YPD,SAKL0E07304g,13265,1.231106526,PCCGCIGL_03961,FALSE
YPD,SAKL0E07326g,10652,1.699901713,PCCGCIGL_03962,FALSE
YPD,SAKL0E07348g,11719,-3.140478761,PCCGCIGL_03963,FALSE
YPD,SAKL0E07370g,10839,-3.153034765,PCCGCIGL_03964,FALSE
YPD,SAKL0E07392g,10679,-2.878807746,PCCGCIGL_03966,FALSE
YPD,SAKL0E07458g,11020,-1.537816911,PCCGCIGL_03968,FALSE
YPD,SAKL0E07480g,12447,-2.989519597,PCCGCIGL_03970,FALSE
YPD,SAKL0E07524g,11418,-3.102383131,PCCGCIGL_03971,FALSE
YPD,SAKL0E07546g,10504,-2.025016091,PCCGCIGL_03972,FALSE
YPD,SAKL0E07568g,13707,-1.642070562,PCCGCIGL_03973,FALSE
YPD,SAKL0E07590g,10029,-1.038552182,PCCGCIGL_03974,FALSE
YPD,SAKL0E07612g,10161,-2.155673464,PCCGCIGL_03976,FALSE
YPD,SAKL0E07634g,11403,-2.638508526,PCCGCIGL_03978,FALSE
YPD,SAKL0E07656g,10924,-0.989147146,PCCGCIGL_03980,FALSE
YPD,SAKL0E07678g,12254,-2.439590436,PCCGCIGL_03981,FALSE
YPD,SAKL0E07700g,12161,-2.313253559,PCCGCIGL_03982,FALSE
YPD,SAKL0E07722g,14788,-3.318813992,PCCGCIGL_03983,FALSE
YPD,SAKL0E07766g,11424,-2.06974023,PCCGCIGL_03986,FALSE
YPD,SAKL0E07788g,14860,-1.952496524,PCCGCIGL_03987,FALSE
YPD,SAKL0E07810g,12316,-3.539864362,PCCGCIGL_03988,FALSE
YPD,SAKL0E07832g,12243,-1.257263355,PCCGCIGL_03989,FALSE
YPD,SAKL0E07854g,12369,-3.913225043,PCCGCIGL_03990,FALSE
YPD,SAKL0E07876g,10624,1.378018404,PCCGCIGL_03991,FALSE
YPD,SAKL0E07898g,13705,-1.20261979,PCCGCIGL_03992,FALSE
YPD,SAKL0E07920g,13786,-5.199322057,PCCGCIGL_03994,FALSE
YPD,SAKL0E07942g,11975,-2.606350683,PCCGCIGL_03996,FALSE
YPD,SAKL0E07964g,12319,-5.940595824,PCCGCIGL_03998,FALSE
YPD,SAKL0E08008g,12738,-2.486832121,PCCGCIGL_04000,FALSE
YPD,SAKL0E08030g,10348,-1.30367266,PCCGCIGL_04001,FALSE
YPD,SAKL0E08052g,10578,-2.412538147,PCCGCIGL_04002,FALSE
YPD,SAKL0E08074g,13614,-3.141499798,PCCGCIGL_04003,FALSE
YPD,SAKL0E08096g,12205,-0.725860744,PCCGCIGL_04005,FALSE
YPD,SAKL0E08118g,11553,-1.971591904,PCCGCIGL_04006,FALSE
YPD,SAKL0E08140g,10375,-4.613903048,PCCGCIGL_04008,FALSE
YPD,SAKL0E08162g,11102,-2.314510435,PCCGCIGL_04009,FALSE
YPD,SAKL0E08184g,13678,-2.586553857,PCCGCIGL_04010,FALSE
YPD,SAKL0E08206g,10688,-2.06632067,PCCGCIGL_04011,FALSE
YPD,SAKL0E08228g,10207,-3.208483933,PCCGCIGL_04012,FALSE
YPD,SAKL0E08250g,11778,-2.962622008,PCCGCIGL_04013,FALSE
YPD,SAKL0E08272g,15230,-0.359574015,PCCGCIGL_04014,FALSE
YPD,SAKL0E08294g,10303,-2.653056475,PCCGCIGL_04016,FALSE
YPD,SAKL0E08316g,11383,-2.299253256,PCCGCIGL_04017,FALSE
YPD,SAKL0E08338g,13871,-0.240253101,PCCGCIGL_04018,FALSE
YPD,SAKL0E08360g,12329,1.304832001,PCCGCIGL_04019,FALSE
YPD,SAKL0E08382g,12765,-3.334113771,PCCGCIGL_04020,FALSE
YPD,SAKL0E08404g,12649,-3.222477746,PCCGCIGL_04021,FALSE
YPD,SAKL0E08426g,11084,-2.470183162,PCCGCIGL_04023,FALSE
YPD,SAKL0E08448g,11176,1.466617578,PCCGCIGL_04027,FALSE
YPD,SAKL0E08470g,12361,-1.807504192,PCCGCIGL_04028,FALSE
YPD,SAKL0E08492g,10989,-1.624603771,PCCGCIGL_04029,FALSE
YPD,SAKL0E08514g,15122,-4.765657832,PCCGCIGL_04030,FALSE
YPD,SAKL0E08536g,14427,-1.985032595,PCCGCIGL_04031,FALSE
YPD,SAKL0E08558g,13023,-1.411885239,PCCGCIGL_04032,FALSE
YPD,SAKL0E08580g,13950,-5.71352223,PCCGCIGL_04033,FALSE
YPD,SAKL0E08602g,13958,-3.140243314,PCCGCIGL_04034,FALSE
YPD,SAKL0E08624g,11373,0.131292224,PCCGCIGL_04035,FALSE
YPD,SAKL0E08646g,14813,-1.048327459,PCCGCIGL_04036,FALSE
YPD,SAKL0E08668g,14540,-2.329986705,PCCGCIGL_04037,FALSE
YPD,SAKL0E08690g,14157,-4.058737273,PCCGCIGL_04038,FALSE
YPD,SAKL0E08712g,10804,-4.255208522,PCCGCIGL_04041,FALSE
YPD,SAKL0E08734g,10713,0.670988433,PCCGCIGL_04044,FALSE
YPD,SAKL0E08756g,10949,-2.741497186,PCCGCIGL_04046,FALSE
YPD,SAKL0E08778g,11377,-4.077648611,PCCGCIGL_04047,FALSE
YPD,SAKL0E08800g,11258,-3.99985765,PCCGCIGL_04051,FALSE
YPD,SAKL0E08822g,15098,0.304659438,PCCGCIGL_04052,FALSE
YPD,SAKL0E08844g,15311,-2.650169309,PCCGCIGL_04053,FALSE
YPD,SAKL0E08866g,12617,0.779014713,PCCGCIGL_04055,FALSE
YPD,SAKL0E08888g,11325,3.308246451,PCCGCIGL_04057,FALSE
YPD,SAKL0E08910g,13913,-1.706061779,PCCGCIGL_04059,FALSE
YPD,SAKL0E08932g,12278,-1.76800494,PCCGCIGL_04060,FALSE
YPD,SAKL0E08954g,12261,-2.478533567,PCCGCIGL_04061,FALSE
YPD,SAKL0E08976g,10981,-1.931952463,PCCGCIGL_04063,FALSE
YPD,SAKL0E08998g,14442,-3.068934003,PCCGCIGL_04064,FALSE
YPD,SAKL0E09020g,10536,-2.107563138,PCCGCIGL_04065,FALSE
YPD,SAKL0E09042g,10433,-4.207901731,PCCGCIGL_04066,FALSE
YPD,SAKL0E09064g,14873,3.479803089,PCCGCIGL_04067,FALSE
YPD,SAKL0E09086g,14868,-2.557730239,PCCGCIGL_04070,FALSE
YPD,SAKL0E09108g,14474,2.194698823,PCCGCIGL_04073,FALSE
YPD,SAKL0E09130g,10742,-2.777384794,PCCGCIGL_04074,FALSE
YPD,SAKL0E09152g,12269,-3.497389726,PCCGCIGL_04075,FALSE
YPD,SAKL0E09218g,13101,-3.000745361,PCCGCIGL_04080,FALSE
YPD,SAKL0E09240g,13475,-0.805142998,PCCGCIGL_04082,FALSE
YPD,SAKL0E09262g,10583,-2.462793477,PCCGCIGL_04083,FALSE
YPD,SAKL0E09284g,10010,-4.383670234,PCCGCIGL_04085,FALSE
YPD,SAKL0E09306g,10607,-2.406293125,PCCGCIGL_04086,FALSE
YPD,SAKL0E09328g,12805,-2.10687805,PCCGCIGL_04087,FALSE
YPD,SAKL0E09350g,15073,0.989853843,PCCGCIGL_04088,FALSE
YPD,SAKL0E09372g,11326,-2.155205857,PCCGCIGL_04089,FALSE
YPD,SAKL0E09394g,13106,-1.23580587,PCCGCIGL_04090,FALSE
YPD,SAKL0E09416g,11144,-0.942494945,PCCGCIGL_04092,FALSE
YPD,SAKL0E09438g,11588,-2.861862361,PCCGCIGL_04093,FALSE
YPD,SAKL0E09460g,12399,-4.162806442,PCCGCIGL_04094,FALSE
YPD,SAKL0E09482g,14831,-1.866387391,PCCGCIGL_04095,FALSE
YPD,SAKL0E09548g,13137,-0.744014089,PCCGCIGL_04097,FALSE
YPD,SAKL0E09570g,13660,-2.65460776,PCCGCIGL_04098,FALSE
YPD,SAKL0E09592g,10365,-1.843366201,PCCGCIGL_04100,FALSE
YPD,SAKL0E09614g,10630,-0.682344992,PCCGCIGL_04101,FALSE
YPD,SAKL0E09658g,13255,-3.912695995,PCCGCIGL_04103,FALSE
YPD,SAKL0E09680g,13013,0.031109833,PCCGCIGL_04104,FALSE
YPD,SAKL0E09702g,10875,-1.134042309,PCCGCIGL_04106,FALSE
YPD,SAKL0E09724g,14953,-3.265800808,PCCGCIGL_04107,FALSE
YPD,SAKL0E09746g,10821,-1.446748756,PCCGCIGL_04108,FALSE
YPD,SAKL0E09768g,11366,-1.362613407,PCCGCIGL_04110,FALSE
YPD,SAKL0E09834g,11510,-3.158471936,PCCGCIGL_04113,FALSE
YPD,SAKL0E09856g,14478,-3.052640558,PCCGCIGL_04115,FALSE
YPD,SAKL0E09878g,14968,-3.226938868,PCCGCIGL_04116,FALSE
YPD,SAKL0E09900g,14702,-4.185685591,PCCGCIGL_04117,FALSE
YPD,SAKL0E09922g,14072,-2.88815552,PCCGCIGL_04118,FALSE
YPD,SAKL0E09944g,10188,-2.377907509,PCCGCIGL_04120,FALSE
YPD,SAKL0E09966g,12033,-0.35928514,PCCGCIGL_04121,FALSE
YPD,SAKL0E09988g,14033,-2.449486719,PCCGCIGL_04122,FALSE
YPD,SAKL0E10010g,14468,-3.435322659,PCCGCIGL_04123,FALSE
YPD,SAKL0E10032g,10894,-2.431597679,PCCGCIGL_04124,FALSE
YPD,SAKL0E10054g,11248,-0.976763916,PCCGCIGL_04125,FALSE
YPD,SAKL0E10076g,14512,-0.738717296,PCCGCIGL_04126,FALSE
YPD,SAKL0E10098g,11928,3.976356613,PCCGCIGL_04127,FALSE
YPD,SAKL0E10120g,11702,-2.086904558,PCCGCIGL_04130,FALSE
YPD,SAKL0E10142g,13281,-2.427976802,PCCGCIGL_04131,FALSE
YPD,SAKL0E10164g,14519,-0.702089195,PCCGCIGL_04132,FALSE
YPD,SAKL0E10186g,11609,-2.902701968,PCCGCIGL_04134,FALSE
YPD,SAKL0E10230g,12695,-2.631265258,PCCGCIGL_04136,FALSE
YPD,SAKL0E10252g,13465,-1.366460362,PCCGCIGL_04137,FALSE
YPD,SAKL0E10274g,13904,-2.085742749,PCCGCIGL_04139,FALSE
YPD,SAKL0E10296g,11818,-3.230991894,PCCGCIGL_04140,FALSE
YPD,SAKL0E10318g,10919,-3.505976415,PCCGCIGL_04141,FALSE
YPD,SAKL0E10340g,10792,-0.099088986,PCCGCIGL_04142,FALSE
YPD,SAKL0E10362g,14275,-2.737224997,PCCGCIGL_04143,FALSE
YPD,SAKL0E10384g,10478,-3.014962624,PCCGCIGL_04144,FALSE
YPD,SAKL0E10406g,11960,-3.953299004,PCCGCIGL_04146,FALSE
YPD,SAKL0E10428g,15071,-3.722866284,PCCGCIGL_04147,FALSE
YPD,SAKL0E10450g,12882,0.002143013,PCCGCIGL_04149,FALSE
YPD,SAKL0E10472g,15143,0.162855958,PCCGCIGL_04152,FALSE
YPD,SAKL0E10494g,11876,-1.277045617,PCCGCIGL_04153,FALSE
YPD,SAKL0E10516g,14196,-4.069097582,PCCGCIGL_04154,FALSE
YPD,SAKL0E10538g,10333,-2.995961277,PCCGCIGL_04155,FALSE
YPD,SAKL0E10560g,15306,-1.888360284,PCCGCIGL_04156,FALSE
YPD,SAKL0E10582g,10655,-3.960896423,PCCGCIGL_04157,FALSE
YPD,SAKL0E10604g,10377,0.034614356,PCCGCIGL_04158,FALSE
YPD,SAKL0E10626g,14836,0.483776423,PCCGCIGL_04160,FALSE
YPD,SAKL0E10648g,15198,-1.63057861,PCCGCIGL_04161,FALSE
YPD,SAKL0E10670g,11606,-0.596926061,PCCGCIGL_04162,FALSE
YPD,SAKL0E10692g,13273,-0.434253739,PCCGCIGL_04165,FALSE
YPD,SAKL0E10714g,14324,-2.786773095,PCCGCIGL_04166,FALSE
YPD,SAKL0E10736g,10730,-4.232718259,PCCGCIGL_04167,FALSE
YPD,SAKL0E10758g,12290,-3.485925459,PCCGCIGL_04168,FALSE
YPD,SAKL0E10780g,14041,-2.551967136,PCCGCIGL_04169,FALSE
YPD,SAKL0E10802g,10826,-3.50247879,PCCGCIGL_04171,FALSE
YPD,SAKL0E10824g,11977,-1.243468109,PCCGCIGL_04172,FALSE
YPD,SAKL0E10846g,14285,-3.361234518,PCCGCIGL_04176,FALSE
YPD,SAKL0E10868g,15290,-1.321399994,PCCGCIGL_04177,FALSE
YPD,SAKL0E10890g,11469,-1.627630474,PCCGCIGL_04178,FALSE
YPD,SAKL0E10912g,14404,-1.969447091,PCCGCIGL_04179,FALSE
YPD,SAKL0E10934g,13750,-2.407752236,PCCGCIGL_04183,FALSE
YPD,SAKL0E10956g,11265,-0.310065581,PCCGCIGL_04185,FALSE
YPD,SAKL0E10978g,11742,-1.264206395,PCCGCIGL_04188,FALSE
YPD,SAKL0E11000g,11056,-1.666199071,PCCGCIGL_04189,FALSE
YPD,SAKL0E11022g,10646,-2.183465728,PCCGCIGL_04190,FALSE
YPD,SAKL0E11044g,13451,-3.008899788,PCCGCIGL_04192,FALSE
YPD,SAKL0E11066g,14124,-2.099795394,PCCGCIGL_04193,FALSE
YPD,SAKL0E11088g,13507,-3.214425061,PCCGCIGL_04194,FALSE
YPD,SAKL0E11110g,12355,-2.725571226,PCCGCIGL_04195,FALSE
YPD,SAKL0E11132g,14423,-2.983884813,PCCGCIGL_04196,FALSE
YPD,SAKL0E11154g,12122,-2.67900272,PCCGCIGL_04197,FALSE
YPD,SAKL0E11176g,13211,-0.626094059,PCCGCIGL_04198,FALSE
YPD,SAKL0E11198g,13763,-4.604790311,PCCGCIGL_04199,FALSE
YPD,SAKL0E11220g,10673,-2.690097897,PCCGCIGL_04200,FALSE
YPD,SAKL0E11242g,10864,-2.762879274,PCCGCIGL_04201,FALSE
YPD,SAKL0E11264g,10588,-1.393994724,PCCGCIGL_04202,FALSE
YPD,SAKL0E11286g,10367,-0.339932771,PCCGCIGL_04203,FALSE
YPD,SAKL0E11308g,11145,-0.230733797,PCCGCIGL_04204,FALSE
YPD,SAKL0E11330g,12929,-3.851615609,PCCGCIGL_04206,FALSE
YPD,SAKL0E11374g,15060,-3.241699395,PCCGCIGL_04208,FALSE
YPD,SAKL0E11396g,12596,-2.672587268,PCCGCIGL_04209,FALSE
YPD,SAKL0E11418g,12512,-1.114436876,PCCGCIGL_04211,FALSE
YPD,SAKL0E11440g,11528,-5.640917898,PCCGCIGL_04212,FALSE
YPD,SAKL0E11462g,14682,1.448868117,PCCGCIGL_04213,FALSE
YPD,SAKL0E11484g,13552,-3.600120439,PCCGCIGL_04214,FALSE
YPD,SAKL0E11506g,13752,-0.199444188,PCCGCIGL_04215,FALSE
YPD,SAKL0E11528g,12847,-0.924222872,PCCGCIGL_04216,FALSE
YPD,SAKL0E11550g,13096,-2.020459368,PCCGCIGL_04217,FALSE
YPD,SAKL0E11572g,13381,-5.11367457,PCCGCIGL_04219,FALSE
YPD,SAKL0E11594g,11317,-3.371739646,PCCGCIGL_04220,FALSE
YPD,SAKL0E11616g,14002,-2.304798121,PCCGCIGL_04221,FALSE
YPD,SAKL0E11638g,14494,-4.224235656,PCCGCIGL_04222,FALSE
YPD,SAKL0E11660g,12702,-3.971008559,PCCGCIGL_04223,FALSE
YPD,SAKL0E11682g,14619,-1.113323893,PCCGCIGL_04224,FALSE
YPD,SAKL0E11704g,14780,-1.596154444,PCCGCIGL_04225,FALSE
YPD,SAKL0E11726g,14611,-4.837182273,PCCGCIGL_04226,FALSE
YPD,SAKL0E11748g,12760,-2.914474045,PCCGCIGL_04227,FALSE
YPD,SAKL0E11770g,14655,-0.583812306,PCCGCIGL_04228,FALSE
YPD,SAKL0E11792g,10184,-0.133141065,PCCGCIGL_04230,FALSE
YPD,SAKL0E11814g,11969,-2.063288805,PCCGCIGL_04231,FALSE
YPD,SAKL0E11836g,12049,-0.976624339,PCCGCIGL_04232,FALSE
YPD,SAKL0E11858g,13042,-2.681480507,PCCGCIGL_04236,FALSE
YPD,SAKL0E11880g,10330,-4.927291014,PCCGCIGL_04239,FALSE
YPD,SAKL0E11902g,11556,-4.214992121,PCCGCIGL_04241,FALSE
YPD,SAKL0E11924g,10247,-3.999423465,PCCGCIGL_04242,FALSE
YPD,SAKL0E11946g,12864,-1.934251647,PCCGCIGL_04243,FALSE
YPD,SAKL0E11968g,12001,-2.583893253,PCCGCIGL_04246,FALSE
YPD,SAKL0E11990g,14539,-1.584696305,PCCGCIGL_04247,FALSE
YPD,SAKL0E12012g,14924,-4.302117778,PCCGCIGL_04248,FALSE
YPD,SAKL0E12034g,10288,-4.373809773,PCCGCIGL_04250,FALSE
YPD,SAKL0E12056g,10718,-2.562698307,PCCGCIGL_04251,FALSE
YPD,SAKL0E12078g,10212,-3.161184882,PCCGCIGL_04252,FALSE
YPD,SAKL0E12100g,13066,-0.736446476,PCCGCIGL_04253,FALSE
YPD,SAKL0E12122g,13803,0.300179076,PCCGCIGL_04254,FALSE
YPD,SAKL0E12144g,11980,-3.968386516,PCCGCIGL_04255,FALSE
YPD,SAKL0E12166g,15164,-4.126505443,PCCGCIGL_04257,FALSE
YPD,SAKL0E12188g,15261,-1.81097816,PCCGCIGL_04259,FALSE
YPD,SAKL0E12210g,15132,-0.937816564,PCCGCIGL_04261,FALSE
YPD,SAKL0E12232g,14741,-3.425929581,PCCGCIGL_04263,FALSE
YPD,SAKL0E12254g,11241,-3.594553368,PCCGCIGL_04265,FALSE
YPD,SAKL0E12276g,12743,-6.045646687,PCCGCIGL_04266,FALSE
YPD,SAKL0E12298g,10179,-4.344525603,PCCGCIGL_04267,FALSE
YPD,SAKL0E12320g,12555,-3.304714761,PCCGCIGL_04268,FALSE
YPD,SAKL0E12342g,13974,-2.032029717,PCCGCIGL_04270,FALSE
YPD,SAKL0E12364g,11137,3.752169299,PCCGCIGL_04272,FALSE
YPD,SAKL0E12386g,11294,-1.747572389,PCCGCIGL_04274,FALSE
YPD,SAKL0E12408g,11038,-2.936984101,PCCGCIGL_04275,FALSE
YPD,SAKL0E12430g,13647,-0.784404911,PCCGCIGL_04276,FALSE
YPD,SAKL0E12452g,10608,-3.009820926,PCCGCIGL_04278,FALSE
YPD,SAKL0E12474g,12710,-1.283623886,PCCGCIGL_04279,FALSE
YPD,SAKL0E12496g,11935,-2.898322263,PCCGCIGL_04280,FALSE
YPD,SAKL0E12518g,13120,-3.06037303,PCCGCIGL_04281,FALSE
YPD,SAKL0E12540g,10146,1.140011162,PCCGCIGL_04282,FALSE
YPD,SAKL0E12562g,11774,-2.449745947,PCCGCIGL_04284,FALSE
YPD,SAKL0E12584g,12918,-2.812065325,PCCGCIGL_04286,FALSE
YPD,SAKL0E12606g,14910,-3.427453637,PCCGCIGL_04287,FALSE
YPD,SAKL0E12628g,14346,-2.543059355,PCCGCIGL_04288,FALSE
YPD,SAKL0E12650g,14670,-3.445585281,PCCGCIGL_04289,FALSE
YPD,SAKL0E12716g,14602,-0.86250166,PCCGCIGL_04292,FALSE
YPD,SAKL0E12738g,10387,-0.810850975,PCCGCIGL_04293,FALSE
YPD,SAKL0E12760g,13220,-3.163876097,PCCGCIGL_04295,FALSE
YPD,SAKL0E12782g,11437,-0.854330141,PCCGCIGL_04296,FALSE
YPD,SAKL0E12804g,13629,-0.597424972,PCCGCIGL_04297,FALSE
YPD,SAKL0E12826g,10364,3.251680051,PCCGCIGL_04298,FALSE
YPD,SAKL0E12848g,14843,-1.075328896,PCCGCIGL_04299,FALSE
YPD,SAKL0E12870g,13129,-1.142880577,PCCGCIGL_04301,FALSE
YPD,SAKL0E12892g,15153,-0.438218314,PCCGCIGL_04303,FALSE
YPD,SAKL0E12914g,12428,-1.657379112,PCCGCIGL_04304,FALSE
YPD,SAKL0E12936g,15179,-1.446135833,PCCGCIGL_04305,FALSE
YPD,SAKL0E12958g,13468,-2.208574991,PCCGCIGL_04308,FALSE
YPD,SAKL0E12980g,11402,-0.61696542,PCCGCIGL_04310,FALSE
YPD,SAKL0E13002g,11381,-0.673080175,PCCGCIGL_04311,FALSE
YPD,SAKL0E13024g,11666,-4.190001125,PCCGCIGL_04313,FALSE
YPD,SAKL0E13046g,11458,-4.100312876,PCCGCIGL_04314,FALSE
YPD,SAKL0E13068g,10406,-4.006890603,PCCGCIGL_04314,FALSE
YPD,SAKL0E13090g,13556,-1.415889641,PCCGCIGL_04316,FALSE
YPD,SAKL0E13112g,11908,-4.2837275,PCCGCIGL_04317,FALSE
YPD,SAKL0E13134g,13118,-0.042423645,PCCGCIGL_04318,FALSE
YPD,SAKL0E13156g,13130,0.66905072,PCCGCIGL_04319,FALSE
YPD,SAKL0E13178g,11766,-2.653909664,PCCGCIGL_04320,FALSE
YPD,SAKL0E13200g,12927,-2.583127292,PCCGCIGL_04322,FALSE
YPD,SAKL0E13222g,11797,-1.435492994,PCCGCIGL_04323,FALSE
YPD,SAKL0E13244g,10625,-3.257609878,PCCGCIGL_04324,FALSE
YPD,SAKL0E13266g,11166,-3.680388683,PCCGCIGL_04325,FALSE
YPD,SAKL0E13288g,15270,-3.481881596,PCCGCIGL_04326,FALSE
YPD,SAKL0E13310g,14629,-3.901567197,PCCGCIGL_04327,FALSE
YPD,SAKL0E13332g,10567,-5.454934979,PCCGCIGL_04328,FALSE
YPD,SAKL0E13354g,12569,-2.214417121,PCCGCIGL_04330,FALSE
YPD,SAKL0E13376g,14669,-1.719277112,PCCGCIGL_04332,FALSE
YPD,SAKL0E13398g,12445,-4.051528647,PCCGCIGL_04334,FALSE
YPD,SAKL0E13420g,13838,-4.06570251,PCCGCIGL_04335,FALSE
YPD,SAKL0E13442g,12583,-2.367275209,PCCGCIGL_04336,FALSE
YPD,SAKL0E13464g,12045,-5.073799199,PCCGCIGL_04337,FALSE
YPD,SAKL0E13486g,14569,-0.196007416,PCCGCIGL_04338,FALSE
YPD,SAKL0E13508g,10960,-5.903962527,PCCGCIGL_04339,FALSE
YPD,SAKL0E13530g,14405,-3.718971778,PCCGCIGL_04340,FALSE
YPD,SAKL0E13552g,14508,-1.646282222,PCCGCIGL_04341,FALSE
YPD,SAKL0E13574g,11891,-2.044247689,PCCGCIGL_04342,FALSE
YPD,SAKL0E13596g,14075,-4.52763205,PCCGCIGL_04343,FALSE
YPD,SAKL0E13618g,15007,3.464301622,PCCGCIGL_04345,FALSE
YPD,SAKL0E13640g,10527,-5.153537748,PCCGCIGL_04346,FALSE
YPD,SAKL0E13662g,13056,-2.986926354,PCCGCIGL_04347,FALSE
YPD,SAKL0E13684g,11174,-2.698618687,PCCGCIGL_04348,FALSE
YPD,SAKL0E13706g,10931,-1.75699551,PCCGCIGL_04350,FALSE
YPD,SAKL0E13728g,14024,-2.109486257,PCCGCIGL_04351,FALSE
YPD,SAKL0E13750g,12508,-2.296509217,PCCGCIGL_04352,FALSE
YPD,SAKL0E13772g,11154,-2.727076243,PCCGCIGL_04353,FALSE
YPD,SAKL0E13794g,10149,-3.603358641,PCCGCIGL_04354,FALSE
YPD,SAKL0E13816g,10035,-3.826207255,PCCGCIGL_04355,FALSE
YPD,SAKL0E13838g,10850,-3.259120364,PCCGCIGL_04356,FALSE
YPD,SAKL0E13860g,12619,-3.383364202,PCCGCIGL_04357,FALSE
YPD,SAKL0E13882g,11587,-2.910665507,PCCGCIGL_04359,FALSE
YPD,SAKL0E13904g,11031,0.042296658,PCCGCIGL_04361,FALSE
YPD,SAKL0E13926g,11211,-3.096292941,PCCGCIGL_04363,FALSE
YPD,SAKL0E13948g,12174,-1.719601468,PCCGCIGL_04364,FALSE
YPD,SAKL0E13970g,12674,-2.676466327,PCCGCIGL_04365,FALSE
YPD,SAKL0E13992g,10163,0.303782591,PCCGCIGL_04366,FALSE
YPD,SAKL0E14014g,14957,-1.33952604,PCCGCIGL_04369,FALSE
YPD,SAKL0E14058g,14689,-4.091973868,PCCGCIGL_04371,FALSE
YPD,SAKL0E14080g,15200,-4.892457928,PCCGCIGL_04372,FALSE
YPD,SAKL0E14102g,13680,-2.955106453,PCCGCIGL_04373,FALSE
YPD,SAKL0E14124g,11471,-3.341702858,PCCGCIGL_04374,FALSE
YPD,SAKL0E14146g,12666,-3.106778364,PCCGCIGL_04376,FALSE
YPD,SAKL0E14212g,12949,-3.115449669,PCCGCIGL_04378,FALSE
YPD,SAKL0E14234g,14661,-1.838767463,PCCGCIGL_04380,FALSE
YPD,SAKL0E14256g,10417,-1.015404961,PCCGCIGL_04381,FALSE
YPD,SAKL0E14278g,10260,-4.979030907,PCCGCIGL_04383,FALSE
YPD,SAKL0E14300g,13895,-1.802108094,PCCGCIGL_04384,FALSE
YPD,SAKL0E14322g,11823,-0.958876954,PCCGCIGL_04385,FALSE
YPD,SAKL0E14344g,11927,-2.915340754,PCCGCIGL_04387,FALSE
YPD,SAKL0E14366g,10908,-0.396635435,PCCGCIGL_04389,FALSE
YPD,SAKL0E14388g,10917,-2.725898358,PCCGCIGL_04391,FALSE
YPD,SAKL0E14410g,12351,-3.462631709,PCCGCIGL_04392,FALSE
YPD,SAKL0E14432g,14295,-2.10638005,PCCGCIGL_04393,FALSE
YPD,SAKL0E14454g,13758,-4.188274784,PCCGCIGL_04395,FALSE
YPD,SAKL0E14476g,14411,-5.884621474,PCCGCIGL_04397,FALSE
YPD,SAKL0E14498g,12309,-1.41412274,PCCGCIGL_04398,FALSE
YPD,SAKL0E14520g,12301,-3.151960096,PCCGCIGL_04399,FALSE
YPD,SAKL0E14542g,13158,-3.454867398,PCCGCIGL_04400,FALSE
